Date,Server_ID,Data_Center_Location,CPU_Utilisation (%),Memory_Utilisation (%),Energy_Consumption_kWh,Temperature_Celsius,PUE,Carbon_Intensity_gCO2/kWh,Total_CO2_kg,Threshold_Breach,Latitude,Longitude,Time,DateTime
2025-06-16,S15,Germany,11.03,65.77,6.83,26.3,1.22,350,2.39,No,51.1657,10.4515,10:45:00,2025-06-16 10:45:00
2025-06-16,S1,Norway,22.07,22.89,9.62,38.9,1.34,50,0.48,No,60.472,8.4689,11:00:00,2025-06-16 11:00:00
2025-06-16,S15,Germany,11.03,65.77,6.83,26.3,1.22,350,2.39,No,51.1657,10.4515,11:15:00,2025-06-16 11:15:00
2025-06-16,S12,Norway,29.77,52.68,17.46,34.7,1.46,50,0.87,No,60.472,8.4689,11:30:00,2025-06-16 11:30:00
2025-06-16,S4,Ireland,86.04,61.91,6.05,28.3,1.59,250,1.51,No,53.1424,-7.6921,11:45:00,2025-06-16 11:45:00
2025-06-16,S1,Norway,22.07,22.89,9.62,38.9,1.34,50,0.48,No,60.472,8.4689,12:00:00,2025-06-16 12:00:00
2025-06-16,S14,Ireland,49.68,78.52,11.06,39.0,1.86,250,2.77,No,53.1424,-7.6921,12:15:00,2025-06-16 12:15:00
2025-06-16,S8,Germany,10.65,75.02,19.33,35.6,1.97,350,6.77,No,51.1657,10.4515,12:30:00,2025-06-16 12:30:00
2025-06-16,S2,Ireland,89.47,84.16,23.75,25.4,1.76,250,5.94,No,53.1424,-7.6921,12:45:00,2025-06-16 12:45:00
2025-06-16,S4,Ireland,86.04,61.91,6.05,28.3,1.59,250,1.51,No,53.1424,-7.6921,13:00:00,2025-06-16 13:00:00
2025-06-16,S3,Ireland,35.37,47.75,15.03,31.8,1.99,250,3.76,No,53.1424,-7.6921,13:15:00,2025-06-16 13:15:00
2025-06-16,S5,Germany,12.62,54.09,14.42,40.0,1.34,350,5.05,No,51.1657,10.4515,13:30:00,2025-06-16 13:30:00
2025-06-16,S9,Ireland,50.35,62.37,19.56,29.2,1.88,250,4.89,No,53.1424,-7.6921,13:45:00,2025-06-16 13:45:00
2025-06-16,S8,Germany,10.65,75.02,19.33,35.6,1.97,350,6.77,No,51.1657,10.4515,14:00:00,2025-06-16 14:00:00
2025-06-16,S5,Germany,12.62,54.09,14.42,40.0,1.34,350,5.05,No,51.1657,10.4515,14:15:00,2025-06-16 14:15:00
2025-06-16,S12,Norway,29.77,52.68,17.46,34.7,1.46,50,0.87,No,60.472,8.4689,14:30:00,2025-06-16 14:30:00
2025-06-16,S3,Ireland,35.37,47.75,15.03,31.8,1.99,250,3.76,No,53.1424,-7.6921,14:45:00,2025-06-16 14:45:00
2025-06-16,S7,Germany,79.71,73.09,21.17,31.9,1.22,350,7.41,No,51.1657,10.4515,15:00:00,2025-06-16 15:00:00
2025-06-16,S15,Germany,11.03,65.77,6.83,26.3,1.22,350,2.39,No,51.1657,10.4515,15:15:00,2025-06-16 15:15:00
2025-06-16,S5,Germany,12.62,54.09,14.42,40.0,1.34,350,5.05,No,51.1657,10.4515,15:30:00,2025-06-16 15:30:00
2025-06-16,S6,Norway,70.44,79.71,24.07,39.8,1.55,50,1.2,No,60.472,8.4689,15:45:00,2025-06-16 15:45:00
2025-06-16,S4,Ireland,86.04,61.91,6.05,28.3,1.59,250,1.51,No,53.1424,-7.6921,16:00:00,2025-06-16 16:00:00
2025-06-16,S15,Germany,11.03,65.77,6.83,26.3,1.22,350,2.39,No,51.1657,10.4515,16:15:00,2025-06-16 16:15:00
2025-06-16,S12,Norway,29.77,52.68,17.46,34.7,1.46,50,0.87,No,60.472,8.4689,16:30:00,2025-06-16 16:30:00
2025-06-16,S6,Norway,70.44,79.71,24.07,39.8,1.55,50,1.2,No,60.472,8.4689,16:45:00,2025-06-16 16:45:00
2025-06-16,S5,Germany,12.62,54.09,14.42,40.0,1.34,350,5.05,No,51.1657,10.4515,17:00:00,2025-06-16 17:00:00
2025-06-16,S15,Germany,11.03,65.77,6.83,26.3,1.22,350,2.39,No,51.1657,10.4515,17:15:00,2025-06-16 17:15:00
2025-06-16,S1,Norway,22.07,22.89,9.62,38.9,1.34,50,0.48,No,60.472,8.4689,17:30:00,2025-06-16 17:30:00
2025-06-16,S15,Germany,11.03,65.77,6.83,26.3,1.22,350,2.39,No,51.1657,10.4515,17:45:00,2025-06-16 17:45:00
2025-06-16,S10,Germany,27.02,94.97,8.38,30.1,1.79,350,2.93,No,51.1657,10.4515,18:00:00,2025-06-16 18:00:00
2025-06-16,S14,Ireland,49.68,78.52,11.06,39.0,1.86,250,2.77,No,53.1424,-7.6921,18:15:00,2025-06-16 18:15:00
2025-06-16,S15,Germany,11.03,65.77,6.83,26.3,1.22,350,2.39,No,51.1657,10.4515,18:30:00,2025-06-16 18:30:00
2025-06-16,S10,Germany,27.02,94.97,8.38,30.1,1.79,350,2.93,No,51.1657,10.4515,18:45:00,2025-06-16 18:45:00
2025-06-16,S13,Norway,38.17,72.45,8.28,30.4,1.6,50,0.41,No,60.472,8.4689,19:00:00,2025-06-16 19:00:00
2025-06-16,S10,Germany,27.02,94.97,8.38,30.1,1.79,350,2.93,No,51.1657,10.4515,19:15:00,2025-06-16 19:15:00
2025-06-16,S12,Norway,29.77,52.68,17.46,34.7,1.46,50,0.87,No,60.472,8.4689,19:30:00,2025-06-16 19:30:00
2025-06-16,S1,Norway,22.07,22.89,9.62,38.9,1.34,50,0.48,No,60.472,8.4689,19:45:00,2025-06-16 19:45:00
2025-06-16,S6,Norway,70.44,79.71,24.07,39.8,1.55,50,1.2,No,60.472,8.4689,20:00:00,2025-06-16 20:00:00
2025-06-16,S4,Ireland,86.04,61.91,6.05,28.3,1.59,250,1.51,No,53.1424,-7.6921,20:15:00,2025-06-16 20:15:00
2025-06-16,S10,Germany,27.02,94.97,8.38,30.1,1.79,350,2.93,No,51.1657,10.4515,20:30:00,2025-06-16 20:30:00
2025-06-16,S3,Ireland,35.37,47.75,15.03,31.8,1.99,250,3.76,No,53.1424,-7.6921,20:45:00,2025-06-16 20:45:00
2025-06-16,S2,Ireland,89.47,84.16,23.75,25.4,1.76,250,5.94,No,53.1424,-7.6921,21:00:00,2025-06-16 21:00:00
2025-06-16,S7,Germany,79.71,73.09,21.17,31.9,1.22,350,7.41,No,51.1657,10.4515,21:15:00,2025-06-16 21:15:00
2025-06-16,S10,Germany,27.02,94.97,8.38,30.1,1.79,350,2.93,No,51.1657,10.4515,21:30:00,2025-06-16 21:30:00
2025-06-16,S5,Germany,12.62,54.09,14.42,40.0,1.34,350,5.05,No,51.1657,10.4515,21:45:00,2025-06-16 21:45:00
2025-06-16,S10,Germany,27.02,94.97,8.38,30.1,1.79,350,2.93,No,51.1657,10.4515,22:00:00,2025-06-16 22:00:00
2025-06-16,S7,Germany,79.71,73.09,21.17,31.9,1.22,350,7.41,No,51.1657,10.4515,22:15:00,2025-06-16 22:15:00
2025-06-16,S10,Germany,27.02,94.97,8.38,30.1,1.79,350,2.93,No,51.1657,10.4515,22:30:00,2025-06-16 22:30:00
2025-06-16,S8,Germany,10.65,75.02,19.33,35.6,1.97,350,6.77,No,51.1657,10.4515,22:45:00,2025-06-16 22:45:00
2025-06-16,S11,Norway,14.84,51.72,8.58,33.1,1.35,50,0.43,No,60.472,8.4689,23:00:00,2025-06-16 23:00:00
2025-06-16,S5,Germany,12.62,54.09,14.42,40.0,1.34,350,5.05,No,51.1657,10.4515,23:15:00,2025-06-16 23:15:00
2025-06-16,S8,Germany,10.65,75.02,19.33,35.6,1.97,350,6.77,No,51.1657,10.4515,23:30:00,2025-06-16 23:30:00
2025-06-16,S3,Ireland,35.37,47.75,15.03,31.8,1.99,250,3.76,No,53.1424,-7.6921,23:45:00,2025-06-16 23:45:00
2025-06-17,S14,Ireland,88.58,48.88,16.76,25.6,1.68,250,4.19,No,53.1424,-7.6921,00:00:00,2025-06-17 00:00:00
2025-06-17,S12,Norway,15.64,94.95,22.36,36.6,1.41,50,1.12,No,60.472,8.4689,00:15:00,2025-06-17 00:15:00
2025-06-17,S4,Ireland,14.12,52.95,5.76,39.5,1.85,250,1.44,No,53.1424,-7.6921,00:30:00,2025-06-17 00:30:00
2025-06-17,S13,Norway,71.8,85.57,15.46,36.5,1.98,50,0.77,No,60.472,8.4689,00:45:00,2025-06-17 00:45:00
2025-06-17,S15,Germany,16.72,24.44,7.7,34.1,1.78,350,2.69,No,51.1657,10.4515,01:00:00,2025-06-17 01:00:00
2025-06-17,S3,Ireland,69.34,45.61,10.38,28.2,1.6,250,2.6,No,53.1424,-7.6921,01:15:00,2025-06-17 01:15:00
2025-06-17,S2,Ireland,87.69,38.65,8.98,35.9,1.46,250,2.25,No,53.1424,-7.6921,01:30:00,2025-06-17 01:30:00
2025-06-17,S5,Germany,84.76,73.35,20.72,27.4,1.87,350,7.25,No,51.1657,10.4515,01:45:00,2025-06-17 01:45:00
2025-06-17,S7,Germany,65.77,88.61,6.06,29.7,1.78,350,2.12,No,51.1657,10.4515,02:00:00,2025-06-17 02:00:00
2025-06-17,S7,Germany,65.77,88.61,6.06,29.7,1.78,350,2.12,No,51.1657,10.4515,02:15:00,2025-06-17 02:15:00
2025-06-17,S12,Norway,15.64,94.95,22.36,36.6,1.41,50,1.12,No,60.472,8.4689,02:30:00,2025-06-17 02:30:00
2025-06-17,S8,Germany,14.75,93.34,24.47,34.3,1.84,350,8.56,No,51.1657,10.4515,02:45:00,2025-06-17 02:45:00
2025-06-17,S9,Ireland,22.76,54.95,14.18,28.8,1.63,250,3.54,No,53.1424,-7.6921,03:00:00,2025-06-17 03:00:00
2025-06-17,S6,Norway,49.85,54.43,24.55,26.3,1.79,50,1.23,No,60.472,8.4689,03:15:00,2025-06-17 03:15:00
2025-06-17,S7,Germany,65.77,88.61,6.06,29.7,1.78,350,2.12,No,51.1657,10.4515,03:30:00,2025-06-17 03:30:00
2025-06-17,S13,Norway,71.8,85.57,15.46,36.5,1.98,50,0.77,No,60.472,8.4689,03:45:00,2025-06-17 03:45:00
2025-06-17,S4,Ireland,14.12,52.95,5.76,39.5,1.85,250,1.44,No,53.1424,-7.6921,04:00:00,2025-06-17 04:00:00
2025-06-17,S13,Norway,71.8,85.57,15.46,36.5,1.98,50,0.77,No,60.472,8.4689,04:15:00,2025-06-17 04:15:00
2025-06-17,S10,Germany,33.07,71.7,16.89,29.4,1.59,350,5.91,No,51.1657,10.4515,04:30:00,2025-06-17 04:30:00
2025-06-17,S11,Norway,36.25,56.6,15.75,29.4,1.65,50,0.79,No,60.472,8.4689,04:45:00,2025-06-17 04:45:00
2025-06-17,S3,Ireland,69.34,45.61,10.38,28.2,1.6,250,2.6,No,53.1424,-7.6921,05:00:00,2025-06-17 05:00:00
2025-06-17,S13,Norway,71.8,85.57,15.46,36.5,1.98,50,0.77,No,60.472,8.4689,05:15:00,2025-06-17 05:15:00
2025-06-17,S10,Germany,33.07,71.7,16.89,29.4,1.59,350,5.91,No,51.1657,10.4515,05:30:00,2025-06-17 05:30:00
2025-06-17,S13,Norway,71.8,85.57,15.46,36.5,1.98,50,0.77,No,60.472,8.4689,05:45:00,2025-06-17 05:45:00
2025-06-17,S7,Germany,65.77,88.61,6.06,29.7,1.78,350,2.12,No,51.1657,10.4515,06:00:00,2025-06-17 06:00:00
2025-06-17,S12,Norway,15.64,94.95,22.36,36.6,1.41,50,1.12,No,60.472,8.4689,06:15:00,2025-06-17 06:15:00
2025-06-17,S5,Germany,84.76,73.35,20.72,27.4,1.87,350,7.25,No,51.1657,10.4515,06:30:00,2025-06-17 06:30:00
2025-06-17,S11,Norway,36.25,56.6,15.75,29.4,1.65,50,0.79,No,60.472,8.4689,06:45:00,2025-06-17 06:45:00
2025-06-17,S12,Norway,15.64,94.95,22.36,36.6,1.41,50,1.12,No,60.472,8.4689,07:00:00,2025-06-17 07:00:00
2025-06-17,S1,Norway,37.1,80.28,24.72,39.8,1.95,50,1.24,No,60.472,8.4689,07:15:00,2025-06-17 07:15:00
2025-06-17,S2,Ireland,87.69,38.65,8.98,35.9,1.46,250,2.25,No,53.1424,-7.6921,07:30:00,2025-06-17 07:30:00
2025-06-17,S10,Germany,33.07,71.7,16.89,29.4,1.59,350,5.91,No,51.1657,10.4515,07:45:00,2025-06-17 07:45:00
2025-06-17,S6,Norway,49.85,54.43,24.55,26.3,1.79,50,1.23,No,60.472,8.4689,08:00:00,2025-06-17 08:00:00
2025-06-17,S12,Norway,15.64,94.95,22.36,36.6,1.41,50,1.12,No,60.472,8.4689,08:15:00,2025-06-17 08:15:00
2025-06-17,S7,Germany,65.77,88.61,6.06,29.7,1.78,350,2.12,No,51.1657,10.4515,08:30:00,2025-06-17 08:30:00
2025-06-17,S4,Ireland,14.12,52.95,5.76,39.5,1.85,250,1.44,No,53.1424,-7.6921,08:45:00,2025-06-17 08:45:00
2025-06-17,S3,Ireland,69.34,45.61,10.38,28.2,1.6,250,2.6,No,53.1424,-7.6921,09:00:00,2025-06-17 09:00:00
2025-06-17,S11,Norway,36.25,56.6,15.75,29.4,1.65,50,0.79,No,60.472,8.4689,09:15:00,2025-06-17 09:15:00
2025-06-17,S13,Norway,71.8,85.57,15.46,36.5,1.98,50,0.77,No,60.472,8.4689,09:30:00,2025-06-17 09:30:00
2025-06-17,S14,Ireland,88.58,48.88,16.76,25.6,1.68,250,4.19,No,53.1424,-7.6921,09:45:00,2025-06-17 09:45:00
2025-06-17,S3,Ireland,69.34,45.61,10.38,28.2,1.6,250,2.6,No,53.1424,-7.6921,10:00:00,2025-06-17 10:00:00
2025-06-17,S11,Norway,36.25,56.6,15.75,29.4,1.65,50,0.79,No,60.472,8.4689,10:15:00,2025-06-17 10:15:00
2025-06-17,S8,Germany,14.75,93.34,24.47,34.3,1.84,350,8.56,No,51.1657,10.4515,10:30:00,2025-06-17 10:30:00
2025-06-17,S14,Ireland,88.58,48.88,16.76,25.6,1.68,250,4.19,No,53.1424,-7.6921,10:45:00,2025-06-17 10:45:00
2025-06-17,S15,Germany,16.72,24.44,7.7,34.1,1.78,350,2.69,No,51.1657,10.4515,11:00:00,2025-06-17 11:00:00
2025-06-17,S9,Ireland,22.76,54.95,14.18,28.8,1.63,250,3.54,No,53.1424,-7.6921,11:15:00,2025-06-17 11:15:00
2025-06-17,S7,Germany,65.77,88.61,6.06,29.7,1.78,350,2.12,No,51.1657,10.4515,11:30:00,2025-06-17 11:30:00
2025-06-17,S4,Ireland,14.12,52.95,5.76,39.5,1.85,250,1.44,No,53.1424,-7.6921,11:45:00,2025-06-17 11:45:00
2025-06-17,S8,Germany,14.75,93.34,24.47,34.3,1.84,350,8.56,No,51.1657,10.4515,12:00:00,2025-06-17 12:00:00
2025-06-17,S13,Norway,71.8,85.57,15.46,36.5,1.98,50,0.77,No,60.472,8.4689,12:15:00,2025-06-17 12:15:00
2025-06-17,S3,Ireland,69.34,45.61,10.38,28.2,1.6,250,2.6,No,53.1424,-7.6921,12:30:00,2025-06-17 12:30:00
2025-06-17,S5,Germany,84.76,73.35,20.72,27.4,1.87,350,7.25,No,51.1657,10.4515,12:45:00,2025-06-17 12:45:00
2025-06-17,S7,Germany,65.77,88.61,6.06,29.7,1.78,350,2.12,No,51.1657,10.4515,13:00:00,2025-06-17 13:00:00
2025-06-17,S6,Norway,49.85,54.43,24.55,26.3,1.79,50,1.23,No,60.472,8.4689,13:15:00,2025-06-17 13:15:00
2025-06-17,S3,Ireland,69.34,45.61,10.38,28.2,1.6,250,2.6,No,53.1424,-7.6921,13:30:00,2025-06-17 13:30:00
2025-06-17,S2,Ireland,87.69,38.65,8.98,35.9,1.46,250,2.25,No,53.1424,-7.6921,13:45:00,2025-06-17 13:45:00
2025-06-17,S9,Ireland,22.76,54.95,14.18,28.8,1.63,250,3.54,No,53.1424,-7.6921,14:00:00,2025-06-17 14:00:00
2025-06-17,S2,Ireland,87.69,38.65,8.98,35.9,1.46,250,2.25,No,53.1424,-7.6921,14:15:00,2025-06-17 14:15:00
2025-06-17,S3,Ireland,69.34,45.61,10.38,28.2,1.6,250,2.6,No,53.1424,-7.6921,14:30:00,2025-06-17 14:30:00
2025-06-17,S12,Norway,15.64,94.95,22.36,36.6,1.41,50,1.12,No,60.472,8.4689,14:45:00,2025-06-17 14:45:00
2025-06-17,S3,Ireland,69.34,45.61,10.38,28.2,1.6,250,2.6,No,53.1424,-7.6921,15:00:00,2025-06-17 15:00:00
2025-06-17,S12,Norway,15.64,94.95,22.36,36.6,1.41,50,1.12,No,60.472,8.4689,15:15:00,2025-06-17 15:15:00
2025-06-17,S6,Norway,49.85,54.43,24.55,26.3,1.79,50,1.23,No,60.472,8.4689,15:30:00,2025-06-17 15:30:00
2025-06-17,S4,Ireland,14.12,52.95,5.76,39.5,1.85,250,1.44,No,53.1424,-7.6921,15:45:00,2025-06-17 15:45:00
2025-06-17,S10,Germany,33.07,71.7,16.89,29.4,1.59,350,5.91,No,51.1657,10.4515,16:00:00,2025-06-17 16:00:00
2025-06-17,S1,Norway,37.1,80.28,24.72,39.8,1.95,50,1.24,No,60.472,8.4689,16:15:00,2025-06-17 16:15:00
2025-06-17,S3,Ireland,69.34,45.61,10.38,28.2,1.6,250,2.6,No,53.1424,-7.6921,16:30:00,2025-06-17 16:30:00
2025-06-17,S15,Germany,16.72,24.44,7.7,34.1,1.78,350,2.69,No,51.1657,10.4515,16:45:00,2025-06-17 16:45:00
2025-06-17,S14,Ireland,88.58,48.88,16.76,25.6,1.68,250,4.19,No,53.1424,-7.6921,17:00:00,2025-06-17 17:00:00
2025-06-17,S7,Germany,65.77,88.61,6.06,29.7,1.78,350,2.12,No,51.1657,10.4515,17:15:00,2025-06-17 17:15:00
2025-06-17,S6,Norway,49.85,54.43,24.55,26.3,1.79,50,1.23,No,60.472,8.4689,17:30:00,2025-06-17 17:30:00
2025-06-17,S1,Norway,37.1,80.28,24.72,39.8,1.95,50,1.24,No,60.472,8.4689,17:45:00,2025-06-17 17:45:00
2025-06-17,S4,Ireland,14.12,52.95,5.76,39.5,1.85,250,1.44,No,53.1424,-7.6921,18:00:00,2025-06-17 18:00:00
2025-06-17,S15,Germany,16.72,24.44,7.7,34.1,1.78,350,2.69,No,51.1657,10.4515,18:15:00,2025-06-17 18:15:00
2025-06-17,S6,Norway,49.85,54.43,24.55,26.3,1.79,50,1.23,No,60.472,8.4689,18:30:00,2025-06-17 18:30:00
2025-06-17,S6,Norway,49.85,54.43,24.55,26.3,1.79,50,1.23,No,60.472,8.4689,18:45:00,2025-06-17 18:45:00
2025-06-17,S13,Norway,71.8,85.57,15.46,36.5,1.98,50,0.77,No,60.472,8.4689,19:00:00,2025-06-17 19:00:00
2025-06-17,S8,Germany,14.75,93.34,24.47,34.3,1.84,350,8.56,No,51.1657,10.4515,19:15:00,2025-06-17 19:15:00
2025-06-17,S6,Norway,49.85,54.43,24.55,26.3,1.79,50,1.23,No,60.472,8.4689,19:30:00,2025-06-17 19:30:00
2025-06-17,S5,Germany,84.76,73.35,20.72,27.4,1.87,350,7.25,No,51.1657,10.4515,19:45:00,2025-06-17 19:45:00
2025-06-17,S15,Germany,16.72,24.44,7.7,34.1,1.78,350,2.69,No,51.1657,10.4515,20:00:00,2025-06-17 20:00:00
2025-06-17,S7,Germany,65.77,88.61,6.06,29.7,1.78,350,2.12,No,51.1657,10.4515,20:15:00,2025-06-17 20:15:00
2025-06-17,S4,Ireland,14.12,52.95,5.76,39.5,1.85,250,1.44,No,53.1424,-7.6921,20:30:00,2025-06-17 20:30:00
2025-06-17,S6,Norway,49.85,54.43,24.55,26.3,1.79,50,1.23,No,60.472,8.4689,20:45:00,2025-06-17 20:45:00
2025-06-17,S12,Norway,15.64,94.95,22.36,36.6,1.41,50,1.12,No,60.472,8.4689,21:00:00,2025-06-17 21:00:00
2025-06-17,S7,Germany,65.77,88.61,6.06,29.7,1.78,350,2.12,No,51.1657,10.4515,21:15:00,2025-06-17 21:15:00
2025-06-17,S7,Germany,65.77,88.61,6.06,29.7,1.78,350,2.12,No,51.1657,10.4515,21:30:00,2025-06-17 21:30:00
2025-06-17,S5,Germany,84.76,73.35,20.72,27.4,1.87,350,7.25,No,51.1657,10.4515,21:45:00,2025-06-17 21:45:00
2025-06-17,S10,Germany,33.07,71.7,16.89,29.4,1.59,350,5.91,No,51.1657,10.4515,22:00:00,2025-06-17 22:00:00
2025-06-17,S11,Norway,36.25,56.6,15.75,29.4,1.65,50,0.79,No,60.472,8.4689,22:15:00,2025-06-17 22:15:00
2025-06-17,S7,Germany,65.77,88.61,6.06,29.7,1.78,350,2.12,No,51.1657,10.4515,22:30:00,2025-06-17 22:30:00
2025-06-17,S15,Germany,16.72,24.44,7.7,34.1,1.78,350,2.69,No,51.1657,10.4515,22:45:00,2025-06-17 22:45:00
2025-06-17,S10,Germany,33.07,71.7,16.89,29.4,1.59,350,5.91,No,51.1657,10.4515,23:00:00,2025-06-17 23:00:00
2025-06-17,S1,Norway,37.1,80.28,24.72,39.8,1.95,50,1.24,No,60.472,8.4689,23:15:00,2025-06-17 23:15:00
2025-06-17,S15,Germany,16.72,24.44,7.7,34.1,1.78,350,2.69,No,51.1657,10.4515,23:30:00,2025-06-17 23:30:00
2025-06-17,S8,Germany,14.75,93.34,24.47,34.3,1.84,350,8.56,No,51.1657,10.4515,23:45:00,2025-06-17 23:45:00
2025-06-18,S9,Ireland,73.74,22.51,20.04,32.5,1.8,250,5.01,No,53.1424,-7.6921,00:00:00,2025-06-18 00:00:00
2025-06-18,S2,Ireland,10.89,42.73,8.95,29.5,1.5,250,2.24,No,53.1424,-7.6921,00:15:00,2025-06-18 00:15:00
2025-06-18,S2,Ireland,10.89,42.73,8.95,29.5,1.5,250,2.24,No,53.1424,-7.6921,00:30:00,2025-06-18 00:30:00
2025-06-18,S5,Germany,84.92,70.62,11.76,39.1,2.0,350,4.12,No,51.1657,10.4515,00:45:00,2025-06-18 00:45:00
2025-06-18,S13,Norway,19.59,40.21,13.99,30.2,1.71,50,0.7,No,60.472,8.4689,01:00:00,2025-06-18 01:00:00
2025-06-18,S1,Norway,75.29,20.05,19.33,28.0,1.56,50,0.97,No,60.472,8.4689,01:15:00,2025-06-18 01:15:00
2025-06-18,S12,Norway,81.71,87.49,7.26,37.7,1.31,50,0.36,No,60.472,8.4689,01:30:00,2025-06-18 01:30:00
2025-06-18,S1,Norway,75.29,20.05,19.33,28.0,1.56,50,0.97,No,60.472,8.4689,01:45:00,2025-06-18 01:45:00
2025-06-18,S7,Germany,48.3,53.58,11.02,30.3,1.66,350,3.86,No,51.1657,10.4515,02:00:00,2025-06-18 02:00:00
2025-06-18,S2,Ireland,10.89,42.73,8.95,29.5,1.5,250,2.24,No,53.1424,-7.6921,02:15:00,2025-06-18 02:15:00
2025-06-18,S11,Norway,13.84,71.32,12.59,28.8,1.58,50,0.63,No,60.472,8.4689,02:30:00,2025-06-18 02:30:00
2025-06-18,S12,Norway,81.71,87.49,7.26,37.7,1.31,50,0.36,No,60.472,8.4689,02:45:00,2025-06-18 02:45:00
2025-06-18,S5,Germany,84.92,70.62,11.76,39.1,2.0,350,4.12,No,51.1657,10.4515,03:00:00,2025-06-18 03:00:00
2025-06-18,S8,Germany,24.38,87.39,16.52,27.8,1.71,350,5.78,No,51.1657,10.4515,03:15:00,2025-06-18 03:15:00
2025-06-18,S10,Germany,67.69,43.03,13.67,35.3,1.84,350,4.78,No,51.1657,10.4515,03:30:00,2025-06-18 03:30:00
2025-06-18,S15,Germany,26.28,65.91,11.75,36.6,1.48,350,4.11,No,51.1657,10.4515,03:45:00,2025-06-18 03:45:00
2025-06-18,S12,Norway,81.71,87.49,7.26,37.7,1.31,50,0.36,No,60.472,8.4689,04:00:00,2025-06-18 04:00:00
2025-06-18,S8,Germany,24.38,87.39,16.52,27.8,1.71,350,5.78,No,51.1657,10.4515,04:15:00,2025-06-18 04:15:00
2025-06-18,S13,Norway,19.59,40.21,13.99,30.2,1.71,50,0.7,No,60.472,8.4689,04:30:00,2025-06-18 04:30:00
2025-06-18,S5,Germany,84.92,70.62,11.76,39.1,2.0,350,4.12,No,51.1657,10.4515,04:45:00,2025-06-18 04:45:00
2025-06-18,S12,Norway,81.71,87.49,7.26,37.7,1.31,50,0.36,No,60.472,8.4689,05:00:00,2025-06-18 05:00:00
2025-06-18,S10,Germany,67.69,43.03,13.67,35.3,1.84,350,4.78,No,51.1657,10.4515,05:15:00,2025-06-18 05:15:00
2025-06-18,S9,Ireland,73.74,22.51,20.04,32.5,1.8,250,5.01,No,53.1424,-7.6921,05:30:00,2025-06-18 05:30:00
2025-06-18,S14,Ireland,62.86,67.25,15.27,39.9,1.33,250,3.82,No,53.1424,-7.6921,05:45:00,2025-06-18 05:45:00
2025-06-18,S14,Ireland,62.86,67.25,15.27,39.9,1.33,250,3.82,No,53.1424,-7.6921,06:00:00,2025-06-18 06:00:00
2025-06-18,S4,Ireland,69.92,82.59,16.99,26.8,1.36,250,4.25,No,53.1424,-7.6921,06:15:00,2025-06-18 06:15:00
2025-06-18,S13,Norway,19.59,40.21,13.99,30.2,1.71,50,0.7,No,60.472,8.4689,06:30:00,2025-06-18 06:30:00
2025-06-18,S6,Norway,44.01,89.5,12.87,28.3,1.39,50,0.64,No,60.472,8.4689,06:45:00,2025-06-18 06:45:00
2025-06-18,S7,Germany,48.3,53.58,11.02,30.3,1.66,350,3.86,No,51.1657,10.4515,07:00:00,2025-06-18 07:00:00
2025-06-18,S6,Norway,44.01,89.5,12.87,28.3,1.39,50,0.64,No,60.472,8.4689,07:15:00,2025-06-18 07:15:00
2025-06-18,S11,Norway,13.84,71.32,12.59,28.8,1.58,50,0.63,No,60.472,8.4689,07:30:00,2025-06-18 07:30:00
2025-06-18,S11,Norway,13.84,71.32,12.59,28.8,1.58,50,0.63,No,60.472,8.4689,07:45:00,2025-06-18 07:45:00
2025-06-18,S10,Germany,67.69,43.03,13.67,35.3,1.84,350,4.78,No,51.1657,10.4515,08:00:00,2025-06-18 08:00:00
2025-06-18,S13,Norway,19.59,40.21,13.99,30.2,1.71,50,0.7,No,60.472,8.4689,08:15:00,2025-06-18 08:15:00
2025-06-18,S13,Norway,19.59,40.21,13.99,30.2,1.71,50,0.7,No,60.472,8.4689,08:30:00,2025-06-18 08:30:00
2025-06-18,S1,Norway,75.29,20.05,19.33,28.0,1.56,50,0.97,No,60.472,8.4689,08:45:00,2025-06-18 08:45:00
2025-06-18,S13,Norway,19.59,40.21,13.99,30.2,1.71,50,0.7,No,60.472,8.4689,09:00:00,2025-06-18 09:00:00
2025-06-18,S5,Germany,84.92,70.62,11.76,39.1,2.0,350,4.12,No,51.1657,10.4515,09:15:00,2025-06-18 09:15:00
2025-06-18,S13,Norway,19.59,40.21,13.99,30.2,1.71,50,0.7,No,60.472,8.4689,09:30:00,2025-06-18 09:30:00
2025-06-18,S12,Norway,81.71,87.49,7.26,37.7,1.31,50,0.36,No,60.472,8.4689,09:45:00,2025-06-18 09:45:00
2025-06-18,S9,Ireland,73.74,22.51,20.04,32.5,1.8,250,5.01,No,53.1424,-7.6921,10:00:00,2025-06-18 10:00:00
2025-06-18,S2,Ireland,10.89,42.73,8.95,29.5,1.5,250,2.24,No,53.1424,-7.6921,10:15:00,2025-06-18 10:15:00
2025-06-18,S6,Norway,44.01,89.5,12.87,28.3,1.39,50,0.64,No,60.472,8.4689,10:30:00,2025-06-18 10:30:00
2025-06-18,S1,Norway,75.29,20.05,19.33,28.0,1.56,50,0.97,No,60.472,8.4689,10:45:00,2025-06-18 10:45:00
2025-06-18,S6,Norway,44.01,89.5,12.87,28.3,1.39,50,0.64,No,60.472,8.4689,11:00:00,2025-06-18 11:00:00
